"","scaffold","start","end","mid","sites","pi_meg","pi_toro","dxy_meg_toro","Fst_meg_toro","windowID"
"10950","scaffold_133",1850001,1900000,1876799,4893,0.0764,0.0769,0.0913,0.0885,10950
"10951","scaffold_133",1900001,1950000,1924597,4881,0.0845,0.0808,0.0921,0.0548,10951
"10952","scaffold_133",1950001,2000000,1975160,4463,0.0594,0.0601,0.0784,0.1369,10952
"10953","scaffold_133",2000001,2050000,2023494,5319,0.1019,0.1085,0.1166,0.0525,10953
"10954","scaffold_133",2050001,2100000,2074261,4846,0.0938,0.0979,0.1092,0.0661,10954
"10955","scaffold_133",2100001,2150000,2124507,4337,0.0433,0.047,0.0564,0.113,10955
"10956","scaffold_133",2150001,2200000,2176896,4454,0.0468,0.0592,0.0639,0.0956,10956
"10957","scaffold_133",2200001,2250000,2216602,3486,0.0499,0.0558,0.0623,0.0838,10957
"10958","scaffold_134",1,50000,23755,4567,0.0621,0.0691,0.0834,0.1219,10958
"10959","scaffold_134",50001,100000,75678,4154,0.0788,0.0859,0.1005,0.1011,10959
"10960","scaffold_134",100001,150000,125267,5064,0.0989,0.1133,0.1147,0.0399,10960
"10961","scaffold_134",150001,200000,176555,4894,0.0938,0.1078,0.1256,0.1119,10961
"10962","scaffold_134",200001,250000,224068,4119,0.0623,0.1017,0.087,0.0306,10962
"10963","scaffold_134",250001,300000,272874,5141,0.0644,0.0504,0.062,0.039,10963
"10964","scaffold_134",300001,350000,324225,4562,0.056,0.0674,0.0721,0.0796,10964
"10965","scaffold_134",350001,400000,375849,4562,0.0755,0.0849,0.0927,0.0737,10965
"10966","scaffold_134",400001,450000,426113,4644,0.0555,0.0707,0.0716,0.0652,10966
"10967","scaffold_134",450001,500000,473857,4089,0.1248,0.1162,0.1346,0.0558,10967
"10968","scaffold_134",500001,550000,524564,4654,0.12,0.1184,0.127,0.0322,10968
"10969","scaffold_134",550001,600000,575842,4652,0.0633,0.0743,0.078,0.0643,10969
"10970","scaffold_134",600001,650000,625196,4808,0.0868,0.1072,0.1053,0.0423,10970
"10971","scaffold_134",650001,700000,674646,5149,0.1051,0.105,0.1191,0.0635,10971
"10972","scaffold_134",700001,750000,723831,6112,0.1087,0.1214,0.12,0.0216,10972
"10973","scaffold_134",750001,800000,775670,5502,0.0978,0.0849,0.0981,0.0362,10973
"10974","scaffold_134",800001,850000,825801,5795,0.1186,0.1361,0.1334,0.0235,10974
"10975","scaffold_134",850001,900000,874472,5125,0.0842,0.0954,0.0971,0.0398,10975
"10976","scaffold_134",900001,950000,925767,5355,0.063,0.0719,0.0803,0.0884,10976
"10977","scaffold_134",950001,1000000,973914,5618,0.0642,0.0729,0.077,0.0592,10977
"10978","scaffold_134",1000001,1050000,1024115,4588,0.1018,0.1023,0.1116,0.045,10978
"10979","scaffold_134",1050001,1100000,1075393,4884,0.0876,0.0838,0.0977,0.0665,10979
"10980","scaffold_134",1100001,1150000,1125174,5002,0.0512,0.0449,0.0577,0.0915,10980
"10981","scaffold_134",1150001,1200000,1176174,4895,0.0732,0.0805,0.0841,0.0458,10981
"10982","scaffold_134",1200001,1250000,1223961,5016,0.0668,0.0713,0.0812,0.0822,10982
"10983","scaffold_134",1250001,1300000,1275503,5454,0.0618,0.0695,0.0725,0.0505,10983
"10984","scaffold_134",1300001,1350000,1324735,4883,0.1059,0.1142,0.1154,0.0239,10984
"10985","scaffold_134",1350001,1400000,1376939,5556,0.118,0.1155,0.1201,0.0145,10985
"10986","scaffold_134",1400001,1450000,1427111,5704,0.1503,0.1567,0.1569,0.0111,10986
"10987","scaffold_134",1450001,1500000,1475895,5211,0.0476,0.0599,0.0637,0.0868,10987
"10988","scaffold_134",1500001,1550000,1524960,5274,0.0935,0.0831,0.1021,0.0733,10988
"10989","scaffold_134",1550001,1600000,1574032,5362,0.0584,0.0603,0.0678,0.0669,10989
"10990","scaffold_134",1600001,1650000,1626207,5190,0.0906,0.1001,0.1002,0.0251,10990
"10991","scaffold_134",1650001,1700000,1674923,5751,0.0704,0.0638,0.0722,0.0372,10991
"10992","scaffold_134",1700001,1750000,1724390,5600,0.0813,0.1082,0.1079,0.0669,10992
"10993","scaffold_134",1750001,1800000,1774085,5529,0.0828,0.0794,0.0944,0.0767,10993
"10994","scaffold_134",1800001,1850000,1823375,5462,0.1055,0.0886,0.1028,0.0289,10994
"10995","scaffold_134",1850001,1900000,1874419,5536,0.0845,0.0867,0.0942,0.049,10995
"10996","scaffold_134",1900001,1950000,1925410,4873,0.1103,0.1446,0.1396,0.047,10996
"10997","scaffold_134",1950001,2000000,1973614,4639,0.0839,0.0883,0.0931,0.0398,10997
"10998","scaffold_134",2000001,2050000,2024624,5341,0.1168,0.1191,0.1225,0.0196,10998
"10999","scaffold_134",2050001,2100000,2075616,5543,0.0794,0.0679,0.0811,0.0486,10999
"11000","scaffold_134",2100001,2150000,2125692,5470,0.0669,0.0746,0.0796,0.0605,11000
"11001","scaffold_134",2150001,2200000,2175302,5647,0.0628,0.0633,0.0694,0.0491,11001
"11002","scaffold_134",2200001,2250000,2202207,685,0.0767,0.1093,0.098,0.0283,11002
"11003","scaffold_135",1,50000,25992,4461,0.05,0.0504,0.0604,0.094,11003
"11004","scaffold_135",50001,100000,75028,4980,0.0774,0.0633,0.0786,0.0561,11004
"11005","scaffold_135",100001,150000,126501,5431,0.0591,0.0623,0.0715,0.083,11005
"11006","scaffold_135",150001,200000,175190,4623,0.0758,0.0561,0.0793,0.0916,11006
"11007","scaffold_135",200001,250000,224543,4804,0.0572,0.0414,0.0621,0.1141,11007
"11008","scaffold_135",250001,300000,273398,5205,0.08,0.093,0.0944,0.0445,11008
"11009","scaffold_135",300001,350000,325589,4766,0.1162,0.1002,0.1169,0.0389,11009
"11010","scaffold_135",350001,400000,376943,4699,0.0549,0.0762,0.0852,0.1341,11010
"11011","scaffold_135",400001,450000,425507,4789,0.0608,0.0593,0.0816,0.1545,11011
"11012","scaffold_135",450001,500000,474723,5894,0.0835,0.0755,0.0861,0.0403,11012
"11013","scaffold_135",500001,550000,525159,4755,0.0586,0.0587,0.0675,0.0718,11013
"11014","scaffold_135",550001,600000,574775,5538,0.0498,0.0552,0.0628,0.091,11014
"11015","scaffold_135",600001,650000,624686,5696,0.0365,0.0504,0.0549,0.1202,11015
"11016","scaffold_135",650001,700000,674154,4755,0.0553,0.0557,0.0657,0.085,11016
"11017","scaffold_135",700001,750000,724490,5551,0.0511,0.0493,0.0597,0.087,11017
"11018","scaffold_135",750001,800000,775700,6070,0.0449,0.0621,0.0603,0.0621,11018
"11019","scaffold_135",800001,850000,822981,5494,0.0845,0.0862,0.0977,0.0689,11019
"11020","scaffold_135",850001,900000,874657,6600,0.0535,0.0529,0.0592,0.0536,11020
"11021","scaffold_135",900001,950000,924683,5759,0.0353,0.0439,0.0449,0.0643,11021
"11022","scaffold_135",950001,1000000,973425,4961,0.0578,0.0556,0.0704,0.1094,11022
"11023","scaffold_135",1000001,1050000,1025640,4937,0.043,0.0476,0.0592,0.1358,11023
"11024","scaffold_135",1050001,1100000,1075390,5275,0.0721,0.068,0.0871,0.1094,11024
"11025","scaffold_135",1100001,1150000,1123957,5695,0.0555,0.0587,0.0677,0.0862,11025
"11026","scaffold_135",1150001,1200000,1175642,6042,0.0467,0.0538,0.0596,0.0874,11026
"11027","scaffold_135",1200001,1250000,1224971,5729,0.0759,0.0718,0.0822,0.0541,11027
"11028","scaffold_135",1250001,1300000,1273492,5221,0.038,0.0398,0.0453,0.0771,11028
"11029","scaffold_135",1300001,1350000,1323445,5028,0.0631,0.0537,0.0667,0.0667,11029
"11030","scaffold_135",1350001,1400000,1372514,4079,0.045,0.0522,0.0589,0.0978,11030
"11031","scaffold_135",1400001,1450000,1427082,4055,0.0958,0.0709,0.0961,0.071,11031
"11032","scaffold_135",1450001,1500000,1475620,4731,0.0457,0.0395,0.0481,0.0617,11032
"11033","scaffold_135",1500001,1550000,1524784,3711,0.0452,0.0421,0.0518,0.0866,11033
"11034","scaffold_135",1550001,1600000,1576428,3952,0.0418,0.0403,0.0462,0.0605,11034
"11035","scaffold_135",1600001,1650000,1626088,4895,0.0609,0.0638,0.0664,0.0319,11035
"11036","scaffold_135",1650001,1700000,1675696,5227,0.0645,0.0746,0.0758,0.0441,11036
"11037","scaffold_135",1700001,1750000,1724124,5132,0.0437,0.0504,0.0524,0.0547,11037
"11038","scaffold_135",1750001,1800000,1773924,6306,0.0855,0.0867,0.0931,0.0395,11038
"11039","scaffold_135",1800001,1850000,1823769,5573,0.1178,0.1381,0.1344,0.0254,11039
"11040","scaffold_135",1850001,1900000,1874874,4888,0.0508,0.0496,0.0626,0.1112,11040
"11041","scaffold_135",1900001,1950000,1924643,5592,0.0575,0.0532,0.0666,0.0932,11041
"11042","scaffold_135",1950001,2000000,1974937,5719,0.087,0.0809,0.0914,0.0429,11042
"11043","scaffold_135",2000001,2050000,2025125,5614,0.0828,0.0743,0.0898,0.0675,11043
"11044","scaffold_135",2050001,2100000,2075213,5505,0.0678,0.0727,0.0772,0.0477,11044
"11045","scaffold_135",2100001,2150000,2125412,5451,0.0722,0.0822,0.0901,0.0786,11045
"11046","scaffold_135",2150001,2200000,2175643,5098,0.0829,0.0715,0.0935,0.0959,11046
"11047","scaffold_135",2200001,2250000,2203517,42,0,0,0.0358,1,11047
"11048","scaffold_136",1,50000,24996,6550,0.079,0.0769,0.0823,0.0278,11048
"11049","scaffold_136",50001,100000,75433,6097,0.0714,0.052,0.0678,0.047,11049
"11050","scaffold_136",100001,150000,124828,4757,0.0886,0.0828,0.0985,0.0698,11050
"11051","scaffold_136",150001,200000,176059,6297,0.0495,0.0545,0.0569,0.0465,11051
"11052","scaffold_136",200001,250000,223691,6707,0.0587,0.0532,0.0685,0.1019,11052
"11053","scaffold_136",250001,300000,273495,5643,0.0872,0.0764,0.0964,0.0827,11053
"11054","scaffold_136",300001,350000,325869,5394,0.0562,0.0524,0.0623,0.07,11054
"11055","scaffold_136",350001,400000,374597,5235,0.0732,0.0672,0.0773,0.0486,11055
"11056","scaffold_136",400001,450000,425951,5277,0.0688,0.0703,0.0788,0.0634,11056
"11057","scaffold_136",450001,500000,475055,4820,0.073,0.0826,0.0885,0.0655,11057
"11058","scaffold_136",500001,550000,525256,5434,0.0941,0.0844,0.1002,0.0584,11058
"11059","scaffold_136",550001,600000,575136,5270,0.0778,0.0812,0.0889,0.057,11059
"11060","scaffold_136",600001,650000,623667,4630,0.0757,0.0638,0.0755,0.0399,11060
"11061","scaffold_136",650001,700000,674670,4546,0.0752,0.0696,0.0815,0.0602,11061
"11062","scaffold_136",700001,750000,726357,4666,0.0659,0.0602,0.0694,0.0488,11062
"11063","scaffold_136",750001,800000,775748,4843,0.0791,0.0659,0.0891,0.1035,11063
"11064","scaffold_136",800001,850000,826810,5265,0.0864,0.0867,0.096,0.0523,11064
"11065","scaffold_136",850001,900000,876089,4654,0.0792,0.078,0.0862,0.0472,11065
"11066","scaffold_136",900001,950000,925751,4542,0.08,0.0683,0.0838,0.0616,11066
"11067","scaffold_136",950001,1000000,973445,6194,0.0721,0.0776,0.0828,0.0519,11067
"11068","scaffold_136",1000001,1050000,1022947,5999,0.0684,0.0783,0.0833,0.0652,11068
"11069","scaffold_136",1050001,1100000,1076002,5317,0.0557,0.0661,0.0715,0.0822,11069
"11070","scaffold_136",1100001,1150000,1123740,6339,0.0454,0.0506,0.054,0.0599,11070
"11071","scaffold_136",1150001,1200000,1175434,5641,0.065,0.0625,0.0701,0.0483,11071
"11072","scaffold_136",1200001,1250000,1224810,5749,0.0634,0.0603,0.0686,0.0523,11072
"11073","scaffold_136",1250001,1300000,1276301,5054,0.06,0.0639,0.0696,0.0592,11073
"11074","scaffold_136",1300001,1350000,1323975,5344,0.0568,0.0633,0.0673,0.0584,11074
"11075","scaffold_136",1350001,1400000,1376760,5831,0.0763,0.0661,0.0799,0.058,11075
"11076","scaffold_136",1400001,1450000,1423812,6097,0.0662,0.0622,0.0722,0.0594,11076
"11077","scaffold_136",1450001,1500000,1474398,5591,0.06,0.0643,0.07,0.0607,11077
"11078","scaffold_136",1500001,1550000,1524170,4663,0.062,0.0652,0.0759,0.0901,11078
"11079","scaffold_136",1550001,1600000,1572854,4998,0.0599,0.0574,0.0659,0.0586,11079
"11080","scaffold_136",1600001,1650000,1624769,5416,0.0666,0.0891,0.084,0.039,11080
"11081","scaffold_136",1650001,1700000,1673834,4896,0.0754,0.0686,0.0807,0.0575,11081
"11082","scaffold_136",1700001,1750000,1726336,5418,0.059,0.061,0.0722,0.0932,11082
"11083","scaffold_136",1750001,1800000,1772870,5829,0.0565,0.0532,0.0649,0.0854,11083
"11084","scaffold_136",1800001,1850000,1825428,5294,0.0804,0.0769,0.0864,0.0477,11084
"11085","scaffold_136",1850001,1900000,1874640,4804,0.079,0.0779,0.0902,0.0706,11085
"11086","scaffold_136",1900001,1950000,1924465,5350,0.0843,0.0637,0.0855,0.072,11086
"11087","scaffold_136",1950001,2000000,1976723,5035,0.0789,0.0847,0.0926,0.0633,11087
"11088","scaffold_136",2000001,2050000,2024954,5690,0.0927,0.0844,0.1045,0.0834,11088
"11089","scaffold_136",2050001,2100000,2075060,5373,0.0772,0.075,0.0847,0.0539,11089
"11090","scaffold_136",2100001,2150000,2128014,6647,0.0563,0.0507,0.0603,0.06,11090
"11091","scaffold_136",2150001,2200000,2164866,2984,0.0724,0.0824,0.0904,0.0789,11091
"11092","scaffold_137",1,50000,23397,5881,0.0766,0.0854,0.0929,0.0696,11092
"11093","scaffold_137",50001,100000,73966,5528,0.0628,0.059,0.073,0.0918,11093
"11094","scaffold_137",100001,150000,125550,5464,0.0621,0.0583,0.0709,0.0823,11094
"11095","scaffold_137",150001,200000,174956,5244,0.0722,0.0796,0.0887,0.0795,11095
"11096","scaffold_137",200001,250000,224917,5013,0.0776,0.0652,0.0807,0.0618,11096
"11097","scaffold_137",250001,300000,275018,5833,0.0554,0.0484,0.0669,0.1275,11097
"11098","scaffold_137",300001,350000,327133,5431,0.0634,0.0569,0.0712,0.0846,11098
"11099","scaffold_137",350001,400000,375146,6257,0.0567,0.0491,0.0639,0.0949,11099
"11100","scaffold_137",400001,450000,426031,6829,0.0811,0.0761,0.0888,0.0619,11100
"11101","scaffold_137",450001,500000,473215,5782,0.0671,0.0578,0.0789,0.117,11101
"11102","scaffold_137",500001,550000,524658,5700,0.0675,0.0687,0.0772,0.0638,11102
"11103","scaffold_137",550001,600000,573822,4731,0.0684,0.0655,0.0768,0.0696,11103
"11104","scaffold_137",600001,650000,625792,5038,0.0722,0.0774,0.0858,0.0697,11104
"11105","scaffold_137",650001,700000,675488,4937,0.0705,0.0636,0.0772,0.0709,11105
"11106","scaffold_137",700001,750000,725164,4739,0.0548,0.0617,0.0717,0.1053,11106
"11107","scaffold_137",750001,800000,775430,5420,0.0615,0.0599,0.0716,0.0832,11107
"11108","scaffold_137",800001,850000,823177,5558,0.0609,0.0537,0.067,0.0789,11108
"11109","scaffold_137",850001,900000,875325,5349,0.0683,0.0594,0.0763,0.0894,11109
"11110","scaffold_137",900001,950000,924235,6089,0.0469,0.0419,0.0554,0.1113,11110
"11111","scaffold_137",950001,1000000,975596,4400,0.0597,0.0645,0.0738,0.0877,11111
"11112","scaffold_137",1000001,1050000,1025948,5095,0.0706,0.05,0.0666,0.0499,11112
"11113","scaffold_137",1050001,1100000,1075001,5218,0.0675,0.0614,0.0704,0.0449,11113
"11114","scaffold_137",1100001,1150000,1125172,5135,0.0733,0.0694,0.0847,0.0866,11114
"11115","scaffold_137",1150001,1200000,1176075,5119,0.0545,0.0545,0.0694,0.1219,11115
"11116","scaffold_137",1200001,1250000,1226181,5465,0.0649,0.0624,0.0769,0.0957,11116
"11117","scaffold_137",1250001,1300000,1275817,5674,0.065,0.0489,0.0662,0.0754,11117
"11118","scaffold_137",1300001,1350000,1327360,5548,0.074,0.0712,0.0837,0.0719,11118
"11119","scaffold_137",1350001,1400000,1373773,4845,0.0724,0.0647,0.076,0.0524,11119
"11120","scaffold_137",1400001,1450000,1424584,5565,0.061,0.0559,0.0684,0.0792,11120
"11121","scaffold_137",1450001,1500000,1475024,5604,0.0471,0.0589,0.0642,0.098,11121
"11122","scaffold_137",1500001,1550000,1525299,4919,0.0742,0.0707,0.0836,0.0721,11122
"11123","scaffold_137",1550001,1600000,1575651,5464,0.0654,0.0685,0.0762,0.0657,11123
"11124","scaffold_137",1600001,1650000,1625595,5296,0.0709,0.0668,0.0786,0.067,11124
"11125","scaffold_137",1650001,1700000,1675010,5429,0.0618,0.066,0.0727,0.066,11125
"11126","scaffold_137",1700001,1750000,1724775,5141,0.0795,0.0652,0.0853,0.0827,11126
"11127","scaffold_137",1750001,1800000,1774690,5481,0.0891,0.088,0.0955,0.0382,11127
"11128","scaffold_137",1800001,1850000,1825479,5466,0.0793,0.0707,0.0882,0.0819,11128
"11129","scaffold_137",1850001,1900000,1876658,5270,0.0825,0.079,0.0938,0.0755,11129
"11130","scaffold_137",1900001,1950000,1924496,5894,0.0683,0.0638,0.0786,0.0876,11130
"11131","scaffold_137",1950001,2000000,1971993,5645,0.0739,0.1085,0.094,0.0158,11131
"11132","scaffold_137",2000001,2050000,2027232,4944,0.0876,0.0861,0.0984,0.0633,11132
"11133","scaffold_137",2050001,2100000,2074155,5390,0.0634,0.0706,0.0739,0.0504,11133
"11134","scaffold_137",2100001,2150000,2124909,5006,0.0895,0.0888,0.107,0.0923,11134
"11135","scaffold_137",2150001,2200000,2158728,2048,0.057,0.0664,0.0618,8e-04,11135
"11136","scaffold_138",1,50000,23705,4196,0.0759,0.0785,0.0898,0.0765,11136
"11137","scaffold_138",50001,100000,75391,5115,0.0809,0.1149,0.1096,0.0584,11137
"11138","scaffold_138",100001,150000,117000,2828,0.0573,0.0487,0.0702,0.1404,11138
"11139","scaffold_138",150001,200000,193014,1388,0.1537,0.1702,0.1664,0.014,11139
"11140","scaffold_138",200001,250000,220279,5881,0.0792,0.0853,0.0861,0.0232,11140
"11141","scaffold_138",250001,300000,274753,5023,0.1005,0.0711,0.1033,0.0922,11141
"11142","scaffold_138",300001,350000,325483,4663,0.126,0.1336,0.1382,0.0318,11142
"11143","scaffold_138",350001,400000,373173,4443,0.0687,0.0597,0.0863,0.1478,11143
"11144","scaffold_138",400001,450000,425555,4397,0.067,0.0764,0.0929,0.1317,11144
"11145","scaffold_138",450001,500000,475284,4517,0.0985,0.0916,0.1047,0.0489,11145
"11146","scaffold_138",500001,550000,527367,4595,0.0936,0.1067,0.1117,0.0558,11146
"11147","scaffold_138",550001,600000,577097,4908,0.1174,0.1414,0.1395,0.0383,11147
"11148","scaffold_138",600001,650000,624899,6883,0.0722,0.0686,0.0807,0.0687,11148
"11149","scaffold_138",650001,700000,675451,4547,0.1127,0.121,0.131,0.0583,11149
"11150","scaffold_138",700001,750000,723723,4793,0.0677,0.0729,0.0849,0.0954,11150
"11151","scaffold_138",750001,800000,775924,4867,0.1087,0.1179,0.1288,0.0653,11151
"11152","scaffold_138",800001,850000,825028,4864,0.1119,0.1219,0.1313,0.0591,11152
"11153","scaffold_138",850001,900000,875747,5157,0.079,0.0825,0.0976,0.096,11153
"11154","scaffold_138",900001,950000,924682,5787,0.1308,0.1297,0.1423,0.0449,11154
"11155","scaffold_138",950001,1000000,975446,5665,0.0802,0.0606,0.088,0.1107,11155
"11156","scaffold_138",1000001,1050000,1025601,6594,0.1086,0.0984,0.1112,0.0363,11156
"11157","scaffold_138",1050001,1100000,1075125,5727,0.0596,0.061,0.0683,0.0631,11157
"11158","scaffold_138",1100001,1150000,1125736,5894,0.098,0.0837,0.103,0.0631,11158
"11159","scaffold_138",1150001,1200000,1174546,6689,0.0487,0.0439,0.0562,0.0977,11159
"11160","scaffold_138",1200001,1250000,1223890,6769,0.0333,0.0419,0.0423,0.0615,11160
"11161","scaffold_138",1250001,1300000,1273473,6097,0.0591,0.0567,0.0693,0.0909,11161
"11162","scaffold_138",1300001,1350000,1321294,4163,0.0455,0.035,0.0463,0.0696,11162
"11163","scaffold_138",1350001,1400000,1377869,5321,0.1136,0.1029,0.1153,0.0319,11163
"11164","scaffold_138",1400001,1450000,1425223,5667,0.0902,0.0898,0.1042,0.074,11164
"11165","scaffold_138",1450001,1500000,1474674,5169,0.1087,0.0744,0.1058,0.0718,11165
"11166","scaffold_138",1500001,1550000,1524180,4518,0.0877,0.098,0.1183,0.1227,11166
"11167","scaffold_138",1550001,1600000,1574596,4411,0.0623,0.0873,0.0983,0.1399,11167
"11168","scaffold_138",1600001,1650000,1625738,4134,0.0973,0.1008,0.1168,0.0833,11168
"11169","scaffold_138",1650001,1700000,1675651,3971,0.0848,0.0848,0.1169,0.1615,11169
"11170","scaffold_138",1700001,1750000,1722363,3856,0.1003,0.1181,0.1182,0.0405,11170
"11171","scaffold_138",1750001,1800000,1776191,4733,0.0699,0.0749,0.0822,0.0644,11171
"11172","scaffold_138",1800001,1850000,1824283,4238,0.0596,0.0739,0.0844,0.1197,11172
"11173","scaffold_138",1850001,1900000,1874326,4122,0.0665,0.0623,0.0712,0.051,11173
"11174","scaffold_138",1900001,1950000,1924488,4489,0.0734,0.089,0.1003,0.1078,11174
"11175","scaffold_138",1950001,2000000,1974088,4943,0.0962,0.0887,0.1122,0.0975,11175
"11176","scaffold_138",2000001,2050000,2025485,4532,0.1017,0.1065,0.1145,0.0484,11176
"11177","scaffold_138",2050001,2100000,2074144,4712,0.0597,0.0682,0.0767,0.0923,11177
"11178","scaffold_138",2100001,2150000,2124395,4600,0.1171,0.1058,0.1239,0.0535,11178
"11179","scaffold_138",2150001,2200000,2160228,1838,0.119,0.1475,0.1413,0.0301,11179
"11180","scaffold_139",1,50000,24814,4780,0.0666,0.0882,0.0825,0.033,11180
"11181","scaffold_139",50001,100000,73875,4623,0.0476,0.0674,0.0703,0.1035,11181
"11182","scaffold_139",100001,150000,125430,5034,0.1106,0.1287,0.1293,0.0397,11182
"11183","scaffold_139",150001,200000,177481,4530,0.1269,0.1288,0.1386,0.0411,11183
"11184","scaffold_139",200001,250000,226247,4630,0.0583,0.0492,0.065,0.0955,11184
"11185","scaffold_139",250001,300000,274508,4447,0.1088,0.1143,0.1217,0.0444,11185
"11186","scaffold_139",300001,350000,325087,4718,0.0976,0.107,0.1048,0.0123,11186
"11187","scaffold_139",350001,400000,374960,3807,0.108,0.1327,0.1301,0.0402,11187
"11188","scaffold_139",400001,450000,425224,3385,0.0731,0.0879,0.0915,0.0652,11188
"11189","scaffold_139",450001,500000,475358,4163,0.0619,0.0624,0.0759,0.1009,11189
"11190","scaffold_139",500001,550000,526267,4453,0.0556,0.0649,0.0639,0.0301,11190
"11191","scaffold_139",550001,600000,574010,3938,0.0672,0.0665,0.0761,0.0654,11191
"11192","scaffold_139",600001,650000,626193,4600,0.0982,0.1045,0.11,0.0414,11192
"11193","scaffold_139",650001,700000,673975,4610,0.1081,0.124,0.1323,0.0667,11193
"11194","scaffold_139",700001,750000,725689,4777,0.102,0.104,0.1188,0.0726,11194
"11195","scaffold_139",750001,800000,776195,4681,0.061,0.0552,0.069,0.0869,11195
"11196","scaffold_139",800001,850000,826826,4430,0.063,0.0837,0.0802,0.046,11196
"11197","scaffold_139",850001,900000,873948,4908,0.101,0.1331,0.128,0.0461,11197
"11198","scaffold_139",900001,950000,924921,4248,0.0582,0.0649,0.0797,0.131,11198
"11199","scaffold_139",950001,1000000,973118,4560,0.0517,0.0718,0.0782,0.1207,11199
"11200","scaffold_139",1000001,1050000,1025065,4718,0.069,0.071,0.0778,0.0537,11200
"11201","scaffold_139",1050001,1100000,1075567,5600,0.0781,0.0804,0.0884,0.0555,11201
"11202","scaffold_139",1100001,1150000,1123509,5194,0.1011,0.118,0.1139,0.02,11202
"11203","scaffold_139",1150001,1200000,1173993,4387,0.0811,0.0973,0.1052,0.0841,11203
"11204","scaffold_139",1200001,1250000,1226517,4192,0.0881,0.0833,0.0966,0.0605,11204
"11205","scaffold_139",1250001,1300000,1275075,3898,0.05,0.0681,0.0728,0.1072,11205
"11206","scaffold_139",1300001,1350000,1323538,4691,0.1127,0.0999,0.1154,0.0416,11206
"11207","scaffold_139",1350001,1400000,1375872,3908,0.0833,0.0877,0.107,0.1137,11207
"11208","scaffold_139",1400001,1450000,1425063,4554,0.0525,0.0582,0.0637,0.0718,11208
"11209","scaffold_139",1450001,1500000,1476443,4780,0.0948,0.0834,0.1025,0.0706,11209
"11210","scaffold_139",1500001,1550000,1525452,4726,0.0673,0.0667,0.0724,0.0388,11210
"11211","scaffold_139",1550001,1600000,1573280,5230,0.1175,0.1202,0.1308,0.0489,11211
"11212","scaffold_139",1600001,1650000,1624429,4227,0.0856,0.0991,0.1073,0.0767,11212
"11213","scaffold_139",1650001,1700000,1675792,4999,0.0802,0.0791,0.0903,0.0636,11213
"11214","scaffold_139",1700001,1750000,1724354,5105,0.0956,0.107,0.1185,0.0801,11214
"11215","scaffold_139",1750001,1800000,1775244,4961,0.0708,0.0751,0.096,0.1388,11215
"11216","scaffold_139",1800001,1850000,1824863,4453,0.0733,0.07,0.084,0.0806,11216
"11217","scaffold_139",1850001,1900000,1873887,5432,0.1002,0.093,0.102,0.0273,11217
"11218","scaffold_139",1900001,1950000,1925746,4755,0.1148,0.1044,0.1196,0.0444,11218
"11219","scaffold_139",1950001,2000000,1975339,4767,0.0879,0.0991,0.1107,0.0859,11219
"11220","scaffold_139",2000001,2050000,2024092,4440,0.0629,0.0763,0.0782,0.0595,11220
"11221","scaffold_139",2050001,2100000,2073137,4392,0.0433,0.0803,0.0825,0.1493,11221
"11222","scaffold_139",2100001,2150000,2125306,4576,0.0907,0.1263,0.1272,0.0819,11222
"11223","scaffold_139",2150001,2200000,2150536,69,0,0.0621,0.041,0.1786,11223
"11224","scaffold_140",1,50000,25601,4845,0.0636,0.0529,0.0742,0.1207,11224
"11225","scaffold_140",50001,100000,77108,5247,0.034,0.0338,0.0374,0.05,11225
"11226","scaffold_140",100001,150000,123801,5549,0.0735,0.0771,0.0822,0.0441,11226
"11227","scaffold_140",150001,200000,174369,4220,0.047,0.057,0.0591,0.0652,11227
"11228","scaffold_140",200001,250000,219223,3808,0.0423,0.0417,0.0466,0.0518,11228
"11229","scaffold_140",250001,300000,273711,4389,0.0917,0.1042,0.1067,0.044,11229
"11230","scaffold_140",300001,350000,325495,4515,0.0437,0.0479,0.0547,0.09,11230
"11231","scaffold_140",350001,400000,375472,5520,0.0358,0.0313,0.0431,0.125,11231
"11232","scaffold_140",400001,450000,426253,5012,0.0661,0.0691,0.0818,0.0968,11232
"11233","scaffold_140",450001,500000,473475,4915,0.0574,0.057,0.0652,0.066,11233
"11234","scaffold_140",500001,550000,524921,5313,0.0565,0.0587,0.0656,0.0667,11234
"11235","scaffold_140",550001,600000,575575,5154,0.1212,0.1181,0.1255,0.0244,11235
"11236","scaffold_140",600001,650000,626686,4555,0.0473,0.045,0.0553,0.0911,11236
"11237","scaffold_140",650001,700000,675475,5140,0.0447,0.0504,0.0603,0.1204,11237
"11238","scaffold_140",700001,750000,724087,4584,0.0619,0.0742,0.0821,0.0955,11238
"11239","scaffold_140",750001,800000,773680,4812,0.0423,0.0549,0.0567,0.0789,11239
"11240","scaffold_140",800001,850000,824457,4622,0.0698,0.0882,0.0898,0.0656,11240
"11241","scaffold_140",850001,900000,875910,4049,0.0745,0.0586,0.0722,0.0408,11241
"11242","scaffold_140",900001,950000,924733,4524,0.0408,0.0427,0.0576,0.1621,11242
"11243","scaffold_140",950001,1000000,974001,4158,0.0496,0.07,0.0698,0.0797,11243
"11244","scaffold_140",1000001,1050000,1024080,4525,0.0367,0.0357,0.0437,0.0949,11244
"11245","scaffold_140",1050001,1100000,1074141,4165,0.0515,0.0647,0.0677,0.0786,11245
